Spot price,Strike Price,Risk Free Rate,Volatility,Maturity,Dividend,Option Price,Noise,Option Price with Noise
52.43,68.159,0.008,0.162,0.46,0,0.02042069,-0.025008156,0
46.06,59.878,0.006,0.154,1.06,0,0.185922826,-0.107545137,0.078377689
54.93,60.423,0.008,0.255,1.37,0,4.653694961,-0.066578073,4.587116888
57.04,57.04,0.026,0.143,0.8,0,3.503617238,0.09488172,3.598498957
47.54,57.048,0.023,0.101,1.01,0,0.130979872,-0.055573313,0.075406559
58.77,58.77,0.028,0.336,1.42,0,10.33327155,-0.28891324,10.04435831
56.99,39.893,0.023,0.174,1.93,0,19.05546774,-0.148426672,18.90704107
40,52,0.016,0.18,1.29,0,0.534851167,-0.164076162,0.370775005
56.72,79.408,0.013,0.177,1.64,0,0.561172653,-0.002291043,0.55888161
49.68,59.616,0.009,0.196,1.4,0,1.690767221,-0.340865907,1.349901314
50.03,30.018,0.023,0.22,1.87,0,21.42128152,0.385614677,21.8068962
58.08,58.08,0.011,0.149,1.69,0,4.99509891,-0.008339839,4.986759071
41.01,24.606,0.009,0.247,0.55,0,16.5296746,-0.106371014,16.42330359
46.62,27.972,0,0.347,1.65,0,19.6391529,-0.111733376,19.52741953
40.42,20.21,0.037,0.362,1.32,0,21.34290461,-0.174067588,21.16883702
50.16,50.16,0.031,0.114,1.05,0,3.19061651,0.044163313,3.234779824
43.11,56.043,0.038,0.135,1.56,0,0.446239678,-0.151487305,0.294752374
47.88,38.304,0.044,0.336,0.71,0,11.948867,-0.012608862,11.93625814
54.3,76.02,0.038,0.159,1.51,0,0.418567072,0.095461878,0.51402895
48.79,63.427,0.008,0.192,0.61,0,0.145663029,-0.018047464,0.127615565
50.98,25.49,0.027,0.315,1.92,0,27.04860043,-0.044509464,27.00409096
59.32,35.592,0.02,0.281,1.5,0,25.16285997,0.038151306,25.20101127
43.89,21.945,0.032,0.294,1.05,0,22.69397327,0.245206142,22.93917941
50.47,40.376,0.036,0.191,0.34,0,10.61628681,-0.108250606,10.50803621
43.39,21.695,0.045,0.253,0.68,0,22.34922739,0.153288779,22.50251617
51.27,30.762,0.032,0.197,1.27,0,21.75120495,0.028949251,21.7801542
58.44,40.908,0.011,0.294,1.59,0,19.6960058,-0.071594085,19.62441171
42.75,21.375,0.01,0.352,1.08,0,21.71723162,-0.04075047,21.67648115
44.97,35.976,0.006,0.354,0.97,0,11.33320992,-0.037127783,11.29608214
59.26,82.964,0.034,0.259,0.95,0,0.962134674,-0.169836191,0.792298483
43.36,47.696,0.039,0.119,1.66,0,2.070895279,-0.121653344,1.949241935
43.51,30.457,0.017,0.336,1.07,0,14.49067216,-0.015710409,14.47496176
59.97,29.985,0.015,0.243,1.09,0,30.47942677,-0.005389254,30.47403752
45.86,22.93,0.037,0.38,1.21,0,24.13690572,-0.098020848,24.03888487
49.2,39.36,0.021,0.168,1.8,0,11.89265306,-0.12231868,11.77033438
45.32,40.788,0.042,0.175,1.82,0,8.766299574,0.48793512,9.254234694
58.78,41.146,0.001,0.159,1.5,0,17.81889258,-0.048346312,17.77054626
41.06,24.636,0.018,0.377,0.96,0,17.24113067,-0.239382205,17.00174846
47.9,23.95,0.039,0.299,0.27,0,24.20087349,-0.14207089,24.0588026
55.11,55.11,0.047,0.259,1.38,0,8.329739165,-0.069923355,8.25981581
47.43,33.201,0.032,0.298,1.62,0,16.94696526,-0.179446496,16.76751877
48.27,48.27,0.037,0.162,1.25,0,4.605263557,-0.101821532,4.503442026
49.09,49.09,0.026,0.171,0.39,0,2.336823744,-0.034223219,2.302600524
41.11,49.332,0.009,0.33,0.35,0,0.850791326,-0.221064828,0.629726499
50.45,25.225,0.012,0.127,1.91,0,25.79661251,-0.121746299,25.67486621
42.89,55.757,0.023,0.29,1.45,0,2.562624199,-0.013976029,2.54864817
53.85,75.39,0.02,0.357,0.56,0,0.910462339,0.016875639,0.927337979
55.85,39.095,0.015,0.135,0.65,0,17.1348225,0.013811857,17.14863436
54.86,27.43,0.01,0.359,0.4,0,27.5420998,-0.208007198,27.33409261
58.87,70.644,0.035,0.154,1.9,0,2.430403994,0.124243635,2.554647629
42.16,42.16,0.009,0.214,1.66,0,4.907804805,0.001414563,4.909219368
47.3,23.65,0.035,0.152,0.76,0,24.27079682,0.057624655,24.32842147
59.37,77.181,0.019,0.362,1.45,0,5.35034575,0.117468305,5.467814055
42.21,37.989,0.046,0.335,1.79,0,11.03568578,-0.00430168,11.0313841
48.32,28.992,0.01,0.287,1.31,0,19.98975246,0.08622314,20.0759756
48.65,24.325,0.04,0.264,1.23,0,25.51030761,-0.033127723,25.47717989
40.44,52.572,0.043,0.275,1.61,0,2.802829062,0.222476837,3.025305899
40.07,24.042,0.011,0.108,0.33,0,16.11511425,0.08077072,16.19588497
58.79,35.274,0.04,0.281,0.25,0,23.86714213,-0.290604694,23.57653744
53.93,43.144,0,0.366,1.87,0,15.89777713,-0.116136693,15.78164044
55.09,49.581,0.018,0.134,0.74,0,6.635678906,0.147955225,6.783634131
47.64,28.584,0.019,0.37,1.18,0,20.31158718,0.170630667,20.48221785
59.48,65.428,0.026,0.388,1.08,0,7.900408324,-0.199272595,7.701135729
43.62,56.706,0.034,0.379,1.85,0,5.746477886,0.139710112,5.886187998
45.88,50.468,0.047,0.166,1.56,0,3.34165987,0.062294805,3.403954675
47.23,51.953,0.009,0.285,1.3,0,4.509783951,0.384887604,4.894671555
41.82,29.274,0.042,0.308,0.4,0,13.10486135,0.196663638,13.30152499
42.21,25.326,0.016,0.328,0.76,0,17.31241897,-0.030644326,17.28177465
54.2,65.04,0.003,0.113,1.56,0,0.414626923,-0.079167456,0.335459467
42.84,34.272,0.04,0.121,0.98,0,9.908058377,-0.008436964,9.899621413
47.24,61.412,0.012,0.184,0.58,0,0.101219316,-0.028090015,0.073129301
56.96,39.872,0.031,0.187,1.45,0,18.9958985,0.06230368,19.05820218
57.13,34.278,0.042,0.13,1.07,0,24.35837491,-0.027048499,24.33132641
59.35,41.545,0.03,0.173,1.45,0,19.67895751,-0.185663597,19.49329391
57.64,51.876,0.039,0.188,0.39,0,7.05064975,0.06141721,7.11206696
41.8,58.52,0.034,0.302,1.51,0,2.250367159,0.145652261,2.39601942
53.87,53.87,0.007,0.273,1.22,0,6.660053918,0.008384004,6.668437922
50.86,25.43,0.011,0.39,0.95,0,25.86259505,-0.020163843,25.84243121
58.97,64.867,0.007,0.242,1.73,0,5.483989194,-0.119026242,5.364962952
47.84,52.624,0.026,0.265,0.56,0,2.246534883,0.187276959,2.433811842
44.48,53.376,0.034,0.283,1.75,0,4.500181654,-0.171697243,4.32848441
57.31,45.848,0.047,0.102,1.76,0,15.1292268,-0.138427439,14.99079937
54.37,27.185,0.025,0.105,1.6,0,28.25093911,-0.233606104,28.01733301
58.91,58.91,0.018,0.276,1.9,0,9.763129748,-0.173082869,9.590046879
44.24,39.816,0.033,0.179,1.41,0,7.44505845,0.074686262,7.519744712
59.1,29.55,0.043,0.314,1.25,0,31.18092263,-0.350741008,30.83018163
50.78,25.39,0.021,0.291,1.82,0,26.50783365,-0.116039396,26.39179425
51.74,72.436,0.008,0.157,1.02,0,0.067637104,0.102107465,0.169744569
43.29,38.961,0.014,0.392,0.8,0,8.382493707,-0.108154177,8.27433953
41.45,53.885,0.034,0.185,1.69,0,1.204948706,0.093483251,1.298431957
54.52,38.164,0.009,0.109,1.59,0,16.90484136,-0.199248731,16.70559263
49.88,29.928,0.021,0.229,1.16,0,20.72203364,0.275352819,20.99738646
49.52,29.712,0.008,0.11,1.76,0,20.22363318,0.089470375,20.31310356
53.17,47.853,0.049,0.242,0.29,0,6.626101827,0.167542459,6.793644286
58.79,58.79,0.002,0.324,1.66,0,9.801670929,0.142930214,9.944601143
43.57,21.785,0.026,0.249,0.82,0,22.2459617,-0.08186964,22.16409206
57.25,80.15,0.017,0.189,1.37,0,0.522320272,0.081761771,0.604082043
54.68,49.212,0.045,0.243,0.92,0,9.359692411,-0.1391298,9.22056261
48.09,24.045,0.039,0.329,0.88,0,24.88782793,0.08353323,24.97136116
46.59,37.272,0.042,0.342,0.95,0,12.43075218,-0.398181215,12.03257096
52.66,47.394,0.03,0.129,1.29,0,7.681546978,-0.037393144,7.644153834
41.62,58.268,0.033,0.369,1.52,0,3.463267412,-0.380057235,3.083210176
48.08,62.504,0.01,0.316,1.74,0,3.853021168,0.030906248,3.883927417
58.44,29.22,0.033,0.211,0.62,0,29.81177935,0.081242418,29.89302177
50.15,35.105,0.015,0.21,0.73,0,15.48283372,0.078299696,15.56113341
59.8,35.88,0.02,0.225,1.37,0,24.97994737,0.084592401,25.06453977
46.36,37.088,0.013,0.103,1.04,0,9.788192214,-0.008728478,9.779463735
47.23,42.507,0.046,0.335,1.76,0,12.25909751,0.161670538,12.42076805
53.35,26.675,0.01,0.397,0.63,0,26.89672304,0.10187071,26.99859375
45.47,54.564,0.001,0.222,1.27,0,1.701468774,0.073884338,1.775353112
59.43,29.715,0.01,0.206,1.64,0,30.2103214,-0.015607747,30.19471365
58.76,76.388,0.048,0.352,1.9,0,7.571287851,0.011295356,7.582583208
45.04,58.552,0.022,0.359,1.28,0,3.563413566,-0.057698397,3.505715168
55.98,78.372,0.006,0.242,1.74,0,1.668749101,-0.249676565,1.419072536
51.19,46.071,0.024,0.285,1.88,0,11.4837874,0.058587639,11.54237504
56.6,62.26,0.043,0.273,0.73,0,3.761916132,0.208878912,3.970795044
52.57,52.57,0.014,0.348,0.33,0,4.298258485,0.025262177,4.323520662
43.92,39.528,0.011,0.267,1.25,0,7.767403794,-0.058885316,7.708518477
53.72,48.348,0.023,0.134,1.02,0,7.114069414,-0.045344898,7.068724516
43.18,47.498,0.009,0.275,0.85,0,2.845315896,-0.080746709,2.764569187
48.85,34.195,0.033,0.22,1.06,0,15.9846238,-0.060817421,15.92380638
52.09,26.045,0.026,0.143,1.59,0,27.09978182,0.346262612,27.44604443
57.56,46.048,0.047,0.159,0.49,0,12.58710048,-0.174222293,12.41287819
56.02,78.428,0.004,0.144,0.64,0,0.004145724,0.054784472,0.058930196
44.77,26.862,0.033,0.137,0.68,0,18.50407125,-0.058146978,18.44592427
51.56,51.56,0.01,0.305,1.07,0,6.706387642,-0.048161357,6.658226285
52.78,47.502,0.042,0.104,0.88,0,7.155777223,0.022130371,7.177907595
57.81,46.248,0.034,0.239,1.45,0,15.11570709,0.048048216,15.16375531
56.3,67.56,0.03,0.262,1.61,0,4.559933592,0.368110498,4.92804409
42.56,21.28,0.003,0.314,1.85,0,21.66672956,0.222248249,21.8889778
59.87,35.922,0.043,0.197,0.25,0,24.33209335,0.208688452,24.5407818
51.98,46.782,0.015,0.165,1.04,0,7.059088287,0.090985089,7.150073376
42,29.4,0.03,0.103,1.07,0,13.52887155,-0.199057275,13.32981428
51.26,71.764,0.043,0.232,1.22,0,1.016396655,-0.046065647,0.970331007
54.86,32.916,0.032,0.219,1.43,0,23.48143563,-0.141554638,23.33988099
52.05,36.435,0.023,0.261,1.98,0,18.3081893,-0.118180529,18.19000877
55.14,27.57,0.042,0.358,0.78,0,28.503047,-0.156214802,28.3468322
47.75,57.3,0.04,0.352,0.91,0,3.746864462,-0.147291077,3.599573384
49.06,53.966,0.015,0.227,0.84,0,2.453997319,0.127637654,2.581634972
40.15,36.135,0.037,0.242,0.6,0,5.848439172,-0.005646725,5.842792447
59.36,65.296,0.03,0.224,1.46,0,5.10772728,-0.016346734,5.091380547
53.59,53.59,0.004,0.205,0.77,0,3.917733817,0.040543519,3.958277337
51.2,40.96,0.038,0.362,0.9,0,13.63011514,0.034757139,13.66487228
53.82,69.966,0.029,0.292,0.47,0,0.624765902,-0.229333671,0.395432231
57.93,69.516,0.03,0.363,1.85,0,8.529908712,0.222960948,8.75286966
41.85,25.11,0.027,0.388,0.85,0,17.64779855,-0.244232666,17.40356589
55.94,55.94,0.022,0.288,1.99,0,10.0604269,0.127727541,10.18815445
41.73,20.865,0.046,0.216,1.6,0,22.35125674,0.236318193,22.58757494
53.05,26.525,0.042,0.337,0.63,0,27.22840198,-0.262781606,26.96562037
57.47,74.711,0.009,0.372,1.71,0,6.088859898,-0.100118421,5.988741477
40.27,20.135,0.015,0.333,0.26,0,20.21339502,0.093422411,20.30681744
54.78,71.214,0.017,0.111,0.25,0,1.14E-06,-0.206509766,0
55.15,71.695,0.019,0.239,0.41,0,0.191082047,0.338565848,0.529647895
50.51,30.306,0.017,0.334,1.02,0,21.05107504,0.054738882,21.10581392
45.73,32.011,0.019,0.158,0.71,0,14.15203278,-0.19152627,13.96050651
59.26,77.038,0.042,0.396,1.93,0,8.969031977,-0.221917853,8.747114124
47.04,23.52,0.006,0.305,0.33,0,23.5665714,-0.025282878,23.54128852
45.37,22.685,0.014,0.116,0.84,0,22.95021309,-0.158011168,22.79220192
57.06,68.472,0.036,0.325,0.41,0,1.533049054,0.066315581,1.599364635
48.94,63.622,0.015,0.389,1.04,0,3.535745268,0.287961384,3.823706652
54.84,27.42,0.013,0.274,1.2,0,27.87939023,0.145939927,28.02533015
50.56,60.672,0.046,0.272,1.69,0,5.020744261,-0.019397168,5.001347093
58.29,64.119,0.046,0.158,1.99,0,5.072787146,0.094837212,5.167624357
45.27,49.797,0.02,0.312,0.69,0,3.180632194,0.097503178,3.278135372
56.06,67.272,0.042,0.284,0.99,0,3.354847507,-0.156199308,3.198648199
53.88,64.656,0.03,0.331,0.94,0,3.784519396,-0.284915211,3.499604185
46.83,60.879,0.002,0.236,1.23,0,1.172140467,-0.337700275,0.834440192
49.1,39.28,0.016,0.338,1.95,0,14.76911337,-0.076368783,14.69274458
58.68,35.208,0.021,0.206,0.77,0,24.04090706,-0.071605329,23.96930174
55.1,55.1,0.046,0.265,0.38,0,4.053482834,0.132400986,4.185883821
52.03,36.421,0.037,0.384,1.74,0,20.26212303,0.033307117,20.29543015
56.75,56.75,0.018,0.345,0.55,0,6.032227426,0.13534553,6.167572956
55.38,27.69,0.048,0.153,1.11,0,29.12671163,0.075709529,29.20242116
41.64,58.296,0.018,0.285,0.32,0,0.058398058,0.191656014,0.250054072
43.85,39.465,0.005,0.118,1.57,0,5.474386905,-0.287800577,5.186586328
49.98,44.982,0.004,0.101,1.53,0,5.873195813,0.185930204,6.059126018
44.53,48.983,0.046,0.312,1.11,0,4.990804822,0.019914943,5.010719765
40.77,48.924,0.009,0.322,1.13,0,2.972337965,-0.140124561,2.832213403
41.5,33.2,0.017,0.324,0.76,0,9.89439553,-0.101304209,9.793091321
53.81,75.334,0.04,0.189,1.62,0,0.955246756,-0.167602029,0.787644727
41.66,49.992,0.011,0.218,0.49,0,0.422368432,-0.137900803,0.28446763
51.28,25.64,0.003,0.175,1.09,0,25.7238126,-0.246758963,25.47705364
46.69,46.69,0.013,0.249,1.27,0,5.558183986,0.074946756,5.633130742
42.8,38.52,0,0.222,0.34,0,4.895685921,-0.022190966,4.873494954
54.93,65.916,0.041,0.2,0.86,0,1.331311726,0.12015198,1.451463706
57.17,45.736,0.005,0.245,1.79,0,14.17544085,-0.098425259,14.07701559
44.06,39.654,0.017,0.306,1.42,0,9.031762428,-0.109551482,8.922210946
52.03,62.436,0.006,0.394,1.06,0,4.99693149,0.157891832,5.154823322
52.12,52.12,0.029,0.245,1.25,0,6.5529355,0.030882307,6.583817807
45.53,22.765,0.019,0.273,1.97,0,23.73103025,-0.106341562,23.62468868
55.93,55.93,0.009,0.214,1.88,0,6.948804297,-0.041626308,6.907177989
59.8,83.72,0.042,0.232,1.5,0,1.731526999,0.07879813,1.810325129
48.18,43.362,0.017,0.105,0.76,0,5.56692932,-0.015395611,5.55153371
45.59,36.472,0.008,0.176,0.75,0,9.51601329,-0.22077036,9.29524293
48.88,68.432,0.044,0.262,1.37,0,1.713953139,-0.025800246,1.688152892
56.1,72.93,0.008,0.298,1.58,0,3.562977395,-0.005227904,3.557749492
40.88,44.968,0.029,0.25,0.9,0,2.70054473,-0.168890939,2.531653791
45.63,41.067,0.01,0.349,0.96,0,8.660217859,0.017030457,8.677248316
46.57,65.198,0.047,0.259,0.58,0,0.267891584,-0.270335072,0
44.69,58.097,0.003,0.371,1.03,0,2.762585943,0.01169181,2.774277753
46.64,41.976,0.004,0.229,0.37,0,5.509329488,-0.246834464,5.262495024
40.47,36.423,0.013,0.266,0.38,0,5.164259399,-0.162490869,5.00176853
41.09,57.526,0.041,0.145,0.35,0,8.52E-05,0.041087956,0.041173131
54.17,48.753,0.024,0.11,1.7,0,7.945258458,-0.0333925,7.911865957
47.34,42.606,0.023,0.225,0.46,0,6.060143811,-0.100694785,5.959449026
58.42,81.788,0.029,0.361,0.49,0,0.827506752,-0.063733081,0.763773671
45.5,45.5,0.027,0.213,1.58,0,5.754100861,-0.034734902,5.719365959
45.61,36.488,0.025,0.252,1.47,0,11.7734402,-0.037806015,11.73563419
45.01,49.511,0.043,0.224,1,0,3.024419381,-0.005997792,3.018421589
41.07,57.498,0.019,0.324,1.87,0,3.087188211,0.013267529,3.10045574
56.58,33.948,0.02,0.194,0.8,0,23.17337363,0.109980162,23.28335379
44.93,53.916,0,0.284,0.65,0,1.358331587,-0.26928335,1.089048238
55.31,27.655,0.049,0.383,1.35,0,29.72285616,-0.129125108,29.59373105
46.71,32.697,0.016,0.137,1.6,0,14.87144958,-0.053892669,14.81755691
50.7,70.98,0.015,0.23,1.03,0,0.535328987,0.279226197,0.814555184
59.76,83.664,0.035,0.243,1.08,0,1.012983056,0.011351954,1.02433501
59.8,29.9,0.005,0.12,0.45,0,29.96719937,0.047507639,30.01470701
54.8,49.32,0.02,0.24,0.29,0,6.4878309,-0.021132295,6.466698605
59.03,59.03,0.036,0.312,1.93,0,11.89272786,-0.119392362,11.7733355
56.5,50.85,0.01,0.244,0.65,0,7.839593318,-0.029366469,7.810226849
50.64,25.32,0.045,0.13,1.11,0,26.55366671,0.04746204,26.60112875
44.16,57.408,0.024,0.193,0.91,0,0.410592404,-0.126074396,0.284518008
44.52,35.616,0.028,0.349,0.3,0,9.616140343,0.104256887,9.72039723
43.54,47.894,0.04,0.24,0.39,0,1.275914143,0.386156613,1.662070755
48.58,68.012,0.024,0.127,1.89,0,0.193645061,-0.005775275,0.187869785
49.18,63.934,0.021,0.354,0.45,0,0.969638244,-0.132477164,0.83716108
42.22,50.664,0.032,0.362,0.82,0,3.050679832,-0.019892198,3.030787633
42.04,58.856,0.031,0.275,1.86,0,2.380509255,0.186889099,2.567398354
44.62,26.772,0.008,0.15,0.88,0,18.03594902,-0.004382303,18.03156671
54.85,38.395,0.023,0.344,1.06,0,18.52330683,-0.186713329,18.3365935
50.59,50.59,0.043,0.252,1.27,0,7.006713656,0.106351075,7.11306473
51.43,25.715,0.005,0.196,1.49,0,25.91009616,0.163989773,26.07408593
59.53,47.624,0.011,0.178,1.25,0,13.15652586,-0.317693803,12.83883206
51.25,41,0.049,0.163,0.94,0,12.22370805,0.083190482,12.30689853
59.8,41.86,0.024,0.158,1.25,0,19.22091925,0.056070675,19.27698993
45.04,22.52,0.012,0.163,1.8,0,23.00219942,-0.14171286,22.86048656
43.09,51.708,0.039,0.265,1.69,0,3.94668141,0.098685952,4.045367362
58.25,40.775,0.006,0.203,0.54,0,17.62585559,0.253609074,17.87946466
48.14,62.582,0.024,0.266,1.12,0,1.707421706,0.029693711,1.737115417
55.39,38.773,0.033,0.142,1.09,0,17.99531659,0.069469787,18.06478638
56.76,68.112,0.006,0.319,0.84,0,3.009599959,0.025208279,3.034808237
53.57,26.785,0.046,0.395,1.13,0,28.37359329,0.021506022,28.39509931
44.82,22.41,0.002,0.303,1,0,22.49016886,-0.315385885,22.17478298
59.89,41.923,0.019,0.275,0.96,0,19.22144111,-0.230177788,18.99126332
42.54,59.556,0.017,0.308,0.79,0,0.794850065,0.081330148,0.876180213
54.13,48.717,0.024,0.144,0.62,0,6.560684339,0.003170608,6.563854947
42.69,38.421,0.049,0.11,1.36,0,6.955259215,-0.058701411,6.896557804
49.93,64.909,0.012,0.298,1.95,0,4.070340138,0.176313307,4.246653446
50.48,35.336,0.022,0.175,1.06,0,16.00579612,-0.02436193,15.98143419
53.84,69.992,0.037,0.266,0.66,0,0.893884001,-0.049451399,0.844432603
46.74,46.74,0.029,0.289,0.72,0,5.013217342,-0.100484987,4.912732354
54.88,76.832,0.034,0.203,0.55,0,0.060670726,0.119363079,0.180033805
50.83,55.913,0.026,0.363,0.45,0,3.222574358,-0.309819004,2.912755354
47.13,47.13,0.048,0.248,0.46,0,3.665768737,0.247192828,3.912961565
56.15,28.075,0.012,0.374,0.39,0,28.20975403,0.118748529,28.32850256
56.91,68.292,0.013,0.289,1.4,0,4.278895937,0.003907192,4.28280313
40.34,44.374,0.035,0.163,1.96,0,3.193442229,0.017970606,3.211412835
45.07,27.042,0.007,0.194,0.44,0,18.11119415,0.060050242,18.17124439
47.37,37.896,0.007,0.239,1.04,0,10.6946689,-0.079926189,10.61474272
43.78,52.536,0.023,0.29,1.37,0,3.429374855,0.082728424,3.512103279
56.42,62.062,0.024,0.331,1.41,0,7.389456404,-0.006492748,7.382963656
53.82,26.91,0.017,0.241,1.47,0,27.59899814,0.125403243,27.72440138
44.17,35.336,0.041,0.1,1,0,10.25843462,-0.165286194,10.09314843
43.15,25.89,0.049,0.2,1,0,18.50298846,0.275885942,18.7788744
57.89,75.257,0.007,0.358,1.75,0,5.795258856,-0.125891808,5.669367048
52.07,52.07,0.049,0.227,1.56,0,7.77266339,-0.135489192,7.637174198
57.45,57.45,0.006,0.294,0.97,0,6.762127857,-0.155402336,6.606725521
58.17,46.536,0.024,0.121,0.72,0,12.44836682,0.053762765,12.50212958
45.52,63.728,0.022,0.312,1.15,0,1.676248554,0.241699172,1.917947726
40.51,40.51,0.044,0.285,0.68,0,4.360700032,-0.168430711,4.19226932
45.88,32.116,0.025,0.234,1.35,0,15.17497382,-0.000860444,15.17411337
59.93,47.944,0.006,0.258,0.95,0,13.57733244,0.101789626,13.67912207
52.86,47.574,0.011,0.322,1.58,0,11.39968267,0.110327121,11.51000979
52.8,63.36,0.022,0.319,1.02,0,3.64191173,-0.167449475,3.474462255
50.74,25.37,0.021,0.355,1.63,0,26.58412363,-0.063224687,26.52089894
52.07,46.863,0,0.3,1.75,0,10.65293394,-0.121678648,10.53125529
46.6,51.26,0.047,0.202,0.81,0,2.272235255,0.077002743,2.349237998
53.29,69.277,0.021,0.379,1.29,0,4.685725918,0.083940749,4.769666668
53.23,37.261,0.014,0.285,0.51,0,16.36661602,0.185581099,16.55219712
46.98,42.282,0.048,0.132,1.42,0,7.945041308,-0.004465124,7.940576184
58.1,46.48,0.027,0.136,1.05,0,13.01975866,0.096251499,13.11601016
59.28,41.496,0.007,0.184,0.69,0,18.0067217,0.144207548,18.15092924
41.22,41.22,0.007,0.321,1.45,0,6.495366287,0.003214028,6.498580315
51.26,71.764,0.013,0.297,1.31,0,1.890797994,-0.039343551,1.851454443
51.1,51.1,0.048,0.244,0.74,0,5.147905607,-0.133738615,5.014166992
53.88,59.268,0.017,0.362,0.32,0,2.501575375,-0.157062808,2.344512567
58.75,82.25,0.031,0.243,0.77,0,0.461722061,0.108848594,0.570570655
56.56,56.56,0.021,0.358,1.86,0,11.81636054,0.132287117,11.94864766
54.75,27.375,0.049,0.224,0.85,0,28.49211223,-0.036861116,28.45525112
48.35,24.175,0.007,0.102,0.84,0,24.3167319,-0.101369793,24.21536211
54.16,37.912,0.001,0.294,0.71,0,16.64718471,0.190994425,16.83817914
42.52,59.528,0.014,0.183,1.11,0,0.191133188,-0.246336136,0
43.08,43.08,0.019,0.131,0.64,0,2.061795975,0.017013865,2.07880984
47.7,38.16,0.009,0.279,1.3,0,11.77680372,-0.115427397,11.66137632
42.09,37.881,0.002,0.355,0.47,0,6.354586586,-0.147087333,6.207499253
56.84,73.892,0.045,0.181,1.8,0,1.984664902,0.175662526,2.160327428
55.5,77.7,0.014,0.19,0.26,0,0.000478684,-0.153365852,0
40.08,56.112,0.043,0.156,0.78,0,0.031452209,0.094857025,0.126309234
57.57,63.327,0.005,0.304,1.88,0,7.555436711,-0.008819896,7.546616814
52.38,36.666,0.013,0.35,1.65,0,18.6376888,-0.1443193,18.4933695
58.82,58.82,0.036,0.218,1.66,0,8.227670299,0.132989859,8.360660158
42.73,51.276,0.037,0.134,1.15,0,0.57682548,0.189755661,0.766581141
51.95,62.34,0.003,0.296,0.82,0,2.274161834,0.295728182,2.569890016
50.64,45.576,0.044,0.362,1.6,0,13.11354814,-0.32917632,12.78437182
51.58,36.106,0.016,0.139,1.54,0,16.38754132,-0.008615021,16.3789263
53.67,48.303,0.02,0.135,1.58,0,7.876926397,-0.078677559,7.798248838
48.67,38.936,0.009,0.315,1.17,0,12.28355639,0.058464229,12.34202062
44.43,26.658,0.026,0.174,0.71,0,18.25977961,-0.283728476,17.97605113
51.61,51.61,0.016,0.345,1.89,0,10.31829313,-0.213397996,10.10489514
50.07,35.049,0.048,0.238,0.93,0,16.70306164,-0.183129003,16.51993263
52.78,73.892,0.016,0.278,1.56,0,2.142126134,0.158001997,2.300128131
42.64,42.64,0.035,0.393,1.78,0,9.898462137,0.06426009,9.962722227
48.87,68.418,0.041,0.397,0.6,0,1.413624815,-0.073943358,1.339681457
53.64,26.82,0.003,0.179,1.75,0,26.96450035,-0.132094636,26.83240571
51.89,67.457,0.013,0.276,1.57,0,2.871119701,0.088831333,2.959951034
52.06,41.648,0.02,0.171,1.1,0,11.64298629,0.044524379,11.68751067
49.57,24.785,0.041,0.211,1.53,0,26.29683246,-0.02470197,26.27213049
42.02,50.424,0.03,0.129,0.4,0,0.024968629,0.04214056,0.067109189
53.05,26.525,0.025,0.299,0.73,0,27.01224529,0.23338332,27.24562861
50.49,40.392,0.013,0.166,0.86,0,10.73924316,0.111880288,10.85112345
48.02,52.822,0.018,0.151,1.12,0,1.64766386,-0.020090499,1.627573361
53.01,37.107,0.037,0.26,1.47,0,18.4762874,-0.033321406,18.44296599
59.58,77.454,0.045,0.114,1.06,0,0.103157441,0.064578271,0.167735712
46.81,65.534,0.035,0.301,1.52,0,2.53974011,0.061537128,2.601277238
42.65,42.65,0.043,0.366,1.47,0,8.638056631,0.218683732,8.856740363
49.01,63.713,0.017,0.178,1.71,0,1.05886159,-0.187852261,0.871009329
48.04,38.432,0.04,0.351,1.27,0,13.88288512,0.196171962,14.07905708
58.33,64.163,0.039,0.223,1.39,0,5.080310377,0.089352608,5.169662985
54.68,43.744,0.014,0.194,0.58,0,11.47084678,-0.277096135,11.19375065
46.09,50.699,0.025,0.142,0.61,0,0.731766094,0.008618101,0.740384194
47.45,66.43,0.014,0.346,1.67,0,3.494100681,-0.062808778,3.431291904
55.22,38.654,0.041,0.351,0.99,0,19.10030664,-0.112519855,18.98778678
57.34,80.276,0.032,0.182,1.93,0,1.166034907,-0.05300962,1.113025287
46.69,56.028,0.01,0.267,0.97,0,2.047625948,-0.081715367,1.965910581
47.69,57.228,0.005,0.352,1.23,0,4.295141695,-0.103631362,4.191510333
45.15,36.12,0.007,0.14,1.86,0,9.894262348,0.554294967,10.44855731
53.05,58.355,0.021,0.136,1.59,0,2.286912614,0.038110251,2.325022865
41.93,58.702,0.04,0.273,1.14,0,1.174461905,-0.097456869,1.077005036
41.21,49.452,0.021,0.107,1.97,0,0.620053539,0.087836041,0.70788958
54.13,43.304,0.035,0.155,0.7,0,11.94081465,-0.039895729,11.90091892
47.45,52.195,0.022,0.388,1.37,0,7.301828115,-0.01182438,7.290003735
46.37,64.918,0.034,0.172,0.94,0,0.120032287,0.109190855,0.229223142
56.69,56.69,0.001,0.252,1.78,0,7.611859824,0.205042461,7.816902285
56.14,78.596,0.023,0.301,0.64,0,0.665665312,-0.250032075,0.415633237
52.08,67.704,0.014,0.176,1.48,0,0.812680084,0.050670179,0.863350264
